x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120
0,0,1.0,0.0,0.0,1.0,0.0,237300.0,16.0,1.0,188275.0,10295.0,0.0,0.0,188275.0,10295.0,165261.33030906622,368.0,908.0,1448.0,1393.5993083220242,1.5,2.0,1.0,1.0,0.0,0.0,0.0,0.0,200.63215258855587,0.0,0.0,-10.0,-10.0,-0.1527777777777778,1.0,1.0,0.0,0.0,0.0,0.0,194.07652622527945,0.0,0.0,1.0,1.0,0.0,0.0,0.0,188.44070796460176,0.0,0.0,0.0,2.0,31.5,34.5,36.0,2.072068,2.391040125,0.6906893333333333,6.906893333333333,2.3022977777777776,13.813786666666665,15.940267499999996,4.604595555555555,53.88920381451613,18.613358399892476,10.28220641172043,4.4907669845430105,3.1022263999820794,3.4274021372401435,62.04452799964158,34.274021372401435,14.969223281810036,10.34075466660693,11.424673790800478,124.08905599928316,68.54804274480287,20.68150933321386,22.849347581600956,0.3237726202545576,0.1778307758868762,0.8287401457416643,1.5891657360876854,0.546757926659761,0.38558139603061886,0.546757926659761,0.38558139603061886,0.5280987347942167,0.6856046390974999,0.6021015142191094,2.000209907416195,3.3083883300901316,2.9479003722196992,2.731850378975839,0.8194824726040572,0.40541019639474496,0.3000215174186865,193.36970659999997,3.184233929317934,1.9643250345629153,0.2653528274431612,0.32738750576048586,0.3473477281638288,10.614113097726449,6.547750115209719,0.8845094248105374,1.0912916858682864,1.1578257605460962,21.228226195452898,13.095500230419438,6.946954563276577,1.7690188496210748,2.391040125,1.5891657360876854,2.000209907416195,3.3083883300901316,2.9479003722196992,0.3975903931299318,0.19896797991794302
0,0,0.0,2.0,0.0,1.0,0.0,3000000.0,296.0,4.0,3038431.0,1283258.0,0.0,0.0,3038431.0,1283258.0,1514685.7736797086,0.0,366.2,1831.0,1054.3461088678835,10.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,3512.7953669963563,0.0,0.0,-10.0,-10.0,-0.21329923273657292,1.0,1.0,0.0,0.0,0.0,0.0,3289.824831226841,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3157.7553067905797,0.0,0.0,0.0,2.0,23.5,26.5,28.0,0.274387,0.07807818333333334,0.09146233333333333,0.9146233333333332,0.3048744444444444,1.8292466666666665,0.5205212222222223,0.6097488888888888,1.5152034904147464,1.0075643471889402,0.45424329731182794,0.1262669575345622,0.1679273911981567,0.15141443243727598,3.3585478239631334,1.5141443243727597,0.42088985844854077,0.5597579706605222,0.5047147747909199,6.717095647926267,3.0282886487455194,1.1195159413210445,1.0094295495818397,0.08395753726533522,0.5347739541100309,256.07292348630887,168.50279403087535,0.06996386569040054,1.3290569659426479,0.06996386569040054,1.3290569659426479,230.18746110285545,118.18287330439591,127.077174571729,3792.5607843175007,282.9198885574168,412.15405174047464,0.031954407963458394,0.03070747967105751,0.7054608736947409,150.87192957820935,9.462779000000001,2.221849515,1.1364321899999998,0.18515412625000002,0.18940536499999996,0.1856727383333333,7.40616505,3.7881073,0.6171804208333334,0.6313512166666667,0.6189091277777777,14.8123301,7.5762146,3.7134547666666666,1.2343608416666667,0.07807818333333334,168.50279403087535,3792.5607843175007,282.9198885574168,412.15405174047464,208.36381287357577,0.21350907314053633
0,0,6.0,2.0,0.0,1.0,0.0,8100000.0,114.0,6.0,14713826.0,9611022.0,0.0,0.0,14713826.0,9611022.0,4331633.357964599,0.0,689.8235294117648,3497.0,587.2918305518216,1.4705882352941178,10.0,1.0,1.0,0.0,0.0,0.0,0.0,17510.671986727237,0.0,0.0,-10.0,-10.0,0.6845495380964488,1.0,1.0,0.0,0.0,0.0,0.0,18353.933506546156,0.0,0.0,1.0,1.0,0.0,0.0,0.0,17731.856511131442,0.0,0.0,1.0,4.0,72.5,75.5,77.0,0.7372774,0.4769619166666667,0.24575913333333332,2.4575913333333337,0.8191971111111113,4.915182666666667,3.1797461111111116,1.6383942222222225,16.93499334652842,14.036610433410136,1.5394795190015362,1.411249445544035,2.339435072235023,0.5131598396671787,46.78870144470046,5.131598396671787,4.704164818480115,7.798116907450076,1.7105327988905958,93.57740288940091,10.263196793343575,15.596233814900152,3.4210655977811917,1.101509787428395,1.6305927932866666,224.6385928436285,205.61365386553734,2.5643134538655685,4.21641754203109,2.5643134538655685,4.21641754203109,369.5117127315884,357.99701141299084,428.02566405588215,463.20154105379737,609.74010494243,635.1628030518996,1.9613334943023648,3.158802264912246,5.173510557710756,141.82815934007866,575.4441132999999,22.18822892220788,15.056524865481578,1.8490190768506567,2.5094208109135963,1.671783485225885,73.96076307402627,50.188416218271925,6.163396922835523,8.364736036378654,5.572611617419618,147.92152614805255,100.37683243654385,33.43566970451771,12.326793845671046,0.4769619166666667,205.61365386553734,463.20154105379737,609.74010494243,635.1628030518996,121.19543153727061,0.03770694546905076
0,0,3.0,1.0,0.0,1.0,0.0,2960000.0,234.0,4.0,12598986.0,3243997.0,0.0,0.0,12598986.0,3243997.0,2346720.209627031,0.0,830.7142857142857,1820.0,1444.6235291070916,4.285714285714286,21.0,1.0,1.0,0.0,0.0,0.0,0.0,8528.809245386443,0.0,0.0,-10.0,-10.0,0.1582585495998059,1.0,1.0,0.0,0.0,0.0,0.0,8827.33612385321,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9682.772146668962,0.0,0.0,0.0,2.0,223.5,226.5,228.0,0.4713461,0.46702779999999994,0.15711536666666667,1.5711536666666666,0.5237178888888888,3.142307333333333,3.1135186666666663,1.0474357777777776,6.579814091958524,4.2503461033333325,3.484368376989247,0.5483178409965437,0.7083910172222221,1.1614561256630822,14.167820344444443,11.614561256630823,1.827726136655146,2.3613033907407406,3.871520418876941,28.335640688888887,23.229122513261647,4.722606781481481,7.743040837753882,1.1179008842380809,0.5697475737968173,39.1934552397095,43.70028031574856,1.0085071666372132,1.7797912851157407,1.008507166637213,1.7797912851157405,59.14358085817408,49.75916710977097,23.903986467703252,1546.7861064079077,2915.3823413677073,328.79573763661716,0.8717143892721854,0.8634631270652697,1.186712513926461,41.91241929949853,149.43994350000003,2.2122421158373857,1.1163340342464767,0.18435350965311548,0.18605567237441278,0.20964472500182985,7.374140386124619,3.7211134474882552,0.6145116988437183,0.6201855745813759,0.6988157500060995,14.748280772249238,7.4422268949765105,4.192894500036597,1.2290233976874365,0.46702779999999994,43.70028031574856,1546.7861064079077,2915.3823413677073,328.79573763661716,43.33511700155018,0.0483285268387047
0,0,0.0,1.0,0.0,1.0,0.0,0.0,175.0,1.0,12476.0,12476.0,0.0,0.0,12476.0,12476.0,299.0,0.0,15.0,30.0,0.0,10.5,14.0,1.0,1.0,0.0,0.0,0.0,0.0,7.48,0.0,0.0,-10.0,-10.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.714285714285714,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,158.5,161.5,163.0,14.9266661,4.630420666666666,4.975555366666667,49.755553666666664,16.585184555555553,99.51110733333333,30.869471111111114,33.17036911111111,61.916436864823346,30.32823359483871,15.554095527741936,5.159703072068612,5.054705599139785,5.184698509247312,101.0941119827957,51.84698509247312,17.199010240228706,16.84901866379928,17.282328364157706,202.1882239655914,103.69397018494624,33.69803732759856,34.56465672831541,1.9011929021394596,1.4948896810142256,0.004900911483387576,0.00751293067233476,1.8318866872806685,1.362576297005434,1.8318866872806685,1.362576297005434,0.004534660433188655,0.007056082892242142,0.00900624791080762,0.005171305081888965,0.007937616932631642,0.009966295494711973,2.7305244234653103,2.094022679757258,1.725539962103505,0.004973413271630473,31.7866842,1.0596930451901363,0.4361351279673933,0.0883077537658447,0.07268918799456554,0.06224916770630279,3.5323101506337875,1.453783759891311,0.2943591792194823,0.24229729331521851,0.207497225687676,7.064620301267575,2.907567519782622,1.244983354126056,0.5887183584389646,4.630420666666666,0.00751293067233476,0.005171305081888965,0.007937616932631642,0.009966295494711973,0.004513568640576398,2.213349434254034
0,0,1.0,2.0,0.0,1.0,0.0,4272000.0,94.0,5.0,5333932.0,3648611.0,0.0,0.0,5333932.0,3648611.0,1757718.4247041764,0.0,976.875,2582.0,943.6210829663065,4.125,8.0,1.0,1.0,0.0,0.0,0.0,0.0,5946.579102167183,0.0,0.0,-10.0,-10.0,-0.2743217319813648,1.0,1.0,0.0,0.0,0.0,0.0,5546.079777477071,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5447.395812928501,0.0,0.0,0.0,3.0,46.5,49.5,51.0,6.4972759,1.1487215666666668,2.165758633333333,21.657586333333334,7.219195444444445,43.31517266666667,7.658143777777777,14.43839088888889,13.290729710069122,8.073244362903225,6.014771950752688,1.107560809172427,1.3455407271505375,2.0049239835842294,26.91081454301075,20.049239835842293,3.69186936390809,4.485135757168458,6.683079945280764,53.8216290860215,40.098479671684586,8.970271514336916,13.366159890561528,1.3719036396016573,1.5075914638680457,8.132808503029471,5.099865243946651,1.9069959176469902,1.8929590732357908,1.9069959176469904,1.8929590732357908,12.334919518969677,10.205414107191851,5.57910432797753,349.4230176089545,444.9182065172709,841.711332369854,2.2706549024348157,1.7848063066532571,1.3815015457904087,12.019357570032389,52.428211399999995,4.68499397506798,2.477946564957951,0.3904161645889983,0.41299109415965846,0.5911807077855479,15.616646583559932,8.259821883193169,1.301387215296661,1.3766369805321947,1.9706023592851596,31.233293167119864,16.519643766386338,11.823614155710958,2.602774430593322,1.1487215666666668,5.099865243946651,349.4230176089545,444.9182065172709,841.711332369854,11.250772280082925,0.25393140832699157
0,0,2.0,3.0,0.0,1.0,0.0,4834000.0,139.0,6.0,6013357.0,1401732.0,450037.0,0.0,6463394.0,1401732.0,2832864.035696919,0.0,920.8888888888889,2523.0,1872.6849444434426,2.4444444444444446,7.0,1.0,1.0,0.0,0.0,0.0,0.0,6986.9925914331925,0.0,0.0,-10.0,-10.0,-0.15079469328779715,1.0,1.0,0.0,0.0,0.0,0.0,6733.616386783574,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6577.617739483021,0.0,0.0,0.0,2.0,17.5,20.5,22.0,0.008782900000000001,0.2832458583333333,0.002927633333333334,0.029276333333333335,0.009758777777777778,0.05855266666666667,1.8883057222222224,0.019517555555555555,3.3981027366129033,1.8690093711827955,0.5095364003225806,0.28317522805107526,0.31150156186379924,0.16984546677419354,6.230031237275986,1.6984546677419354,0.9439174268369176,1.0383385395459976,0.5661515559139785,12.460062474551972,3.396909335483871,2.0766770790919953,1.132303111827957,0.3041129266632988,4.292747619275888,19.009330262934416,19.040082845457974,1.1227649322700854,1.9603242486882904,1.1227649322700854,1.9603242486882904,35.89217363011403,37.68286281687508,63.202261894021994,2486.8851211301394,4579.154462819247,9030.619408238254,0.708280098007442,1.082367145136475,4.975361221017777,26.174585694243675,48.9521187,1.0726793045084215,0.4083801405874056,0.08938994204236846,0.06806335676456761,0.07549882303030302,3.5755976816947386,1.361267135291352,0.29796647347456157,0.226877855881892,0.2516627434343434,7.151195363389477,2.722534270582704,1.5099764606060604,0.5959329469491231,0.2832458583333333,19.040082845457974,2486.8851211301394,4579.154462819247,9030.619408238254,19.755084038258985,0.10362976147230994
0,0,1.0,0.0,0.0,1.0,0.0,500000.0,137.0,2.0,461146.0,0.0,0.0,0.0,461146.0,0.0,447012.0,0.0,217.0,1085.0,1085.0,4.6,6.0,1.0,1.0,0.0,0.0,0.0,0.0,471.1144050104384,0.0,0.0,-10.0,-10.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,473.23741610738256,0.0,0.0,1.0,1.0,0.0,0.0,0.0,461.28344179320317,0.0,0.0,0.0,1.0,226.5,229.5,231.0,3.4262777000000004,1.0582249499999998,1.1420925666666668,11.420925666666667,3.8069752222222224,22.841851333333334,7.0548329999999995,7.613950444444445,11.894879705207373,7.7416572371428565,2.9952117638709677,0.9912399754339477,1.290276206190476,0.9984039212903225,25.805524123809523,9.984039212903225,3.304133251446492,4.300920687301587,3.328013070967742,51.611048247619046,19.96807842580645,8.601841374603174,6.656026141935484,3.6050501535127952,5.069502344221859,4.417676789797859,3.167282160656262,1.7625207164121446,2.1748381518819455,1.7625207164121448,2.174838151881945,4.036682397282888,4.036682397282888,4.660614662895314,6.2313240739434095,6.2313240739434095,5.650398583378017,1.5281024437848618,1.5746840292927817,1.774833559958905,5.662682852017761,79.96182199999998,0.826977718727868,0.4575135192582639,0.068914809893989,0.07625225320971064,0.06911606680521819,2.7565923957595597,1.525045064194213,0.22971603297996332,0.2541741773657022,0.23038688935072726,5.513184791519119,3.050090128388426,1.3823213361043636,0.45943206595992664,1.0582249499999998,3.167282160656262,6.2313240739434095,6.2313240739434095,5.650398583378017,4.371105949148564,0.18016192240581522
0,0,89.0,1.0,9.0,0.99,0.47,20430000.0,150.0,15.0,196619777.12,150065272.12,17790332.0,17790331.0,214410109.12,167855603.12,7276659.194665058,0.0,655.46875,30370.0,445.15219135750823,0.875,14.0,0.9032554664827744,0.9744677183952554,0.025532281604744644,0.09674453351722552,0.09670143378444387,0.01707649070376654,208152.04122208673,5609.710838888657,3656.600918052292,219.36747374520252,-5.1,0.05447124383873159,0.9032554664827744,0.9531908170579682,0.046809182942031874,0.09674453351722552,0.09670143378444387,0.031306899623572,215327.44647339874,9689.898875511848,6316.206689015358,0.9032554664827744,0.9063950017893373,0.09360499821066275,0.09674453351722552,0.09670143378444387,195593.97792026316,20170.212379121014,0.0,0.0,6.0,130.5,133.5,135.0,18.5425282,5.811265908333333,6.180842733333333,61.80842733333333,20.60280911111111,123.61685466666665,38.74177272222223,41.20561822222222,82.9003942827549,47.99176500253986,22.055599806881723,6.908366190229575,7.99862750042331,7.351866602293907,159.97255000846621,73.51866602293907,23.027887300765254,26.662091668077704,24.506222007646357,319.94510001693243,147.03733204587814,53.32418333615541,49.012444015292715,0.6859104622438525,0.7679330571435707,25.48736418387003,23.56711313692251,0.6909588309675948,0.6566576419120335,0.6909588309675948,0.6566576419120334,25.734784915600823,21.96993272409449,21.507571036960375,53.008496400143116,29.698096043144677,36.61331032172951,1.0767507147878668,0.8721357541965924,0.6152796157304594,17.127085819220188,895.4785618,13.926159775759583,6.2969751751402026,1.160513314646632,1.049495862523367,1.097870011064278,46.42053258586528,20.989917250467343,3.8683777154887733,3.498319541744557,3.659566703547594,92.84106517173056,41.979834500934686,21.957400221285564,7.736755430977547,5.811265908333333,23.56711313692251,53.008496400143116,29.698096043144677,36.61331032172951,21.078163205782182,0.10461501190220959
0,0,1.0,1.0,0.0,1.0,0.0,1320000.0,185.0,1.0,80164.0,80164.0,0.0,0.0,80164.0,80164.0,90343.0,0.0,182.5,365.0,365.0,7.5,14.0,1.0,1.0,0.0,0.0,0.0,0.0,169.16074450084602,0.0,0.0,-10.0,-10.0,4.75,1.0,1.0,0.0,0.0,0.0,0.0,94.29072164948454,0.0,0.0,1.0,1.0,0.0,0.0,0.0,87.29885057471265,0.0,0.0,0.0,1.0,249.5,252.5,254.0,0.0070341,0.005889849999999999,0.0023447,0.023447,0.007815666666666667,0.046894,0.039265666666666664,0.015631333333333334,11.219118978317972,5.519346101436253,2.049354651543779,0.9349265815264977,0.9198910169060421,0.6831182171812596,18.39782033812084,6.831182171812596,3.116421938421659,3.066303389686807,2.2770607239375322,36.79564067624168,13.662364343625192,6.132606779373614,4.5541214478750645,0.35230238562840827,0.6140720184947001,174.51433398134077,89.13646996493401,0.6859402023866753,0.5572168159749299,0.6859402023866753,0.5572168159749299,1.446256052160371,0.9133134486396409,1.1679453064220617,466.3377204036481,513.7023064300093,471.02371245285934,1.6550975735284748,0.9481725398625525,0.6627089033663226,0.8139066385616694,130.70504889999998,2.016853289872221,1.060582273032017,0.16807110748935175,0.17676371217200282,0.21098958593248882,6.722844299574072,3.5352742434400564,0.560237024964506,0.589212373906676,0.7032986197749628,13.445688599148143,7.070548486880113,4.219791718649777,1.120474049929012,0.005889849999999999,89.13646996493401,466.3377204036481,513.7023064300093,471.02371245285934,1.0443953063990619,0.08272044573636096
